,brand,categories,colors,name,sizes,prices
8945,Softwalk,"Womens Shoes,Women's Shoes,Clothing,All Womens Shoes,Shoes,Oxfords,All Women's Shoes",Black Burnished Soft Kid Leather/Stretch,Softwalk Topeka N/S Round Toe Leather Sneakers,7,86.36
8946,Cudas,"Women,Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,Slip-ons,UNNAV,All Womens Shoes,Shoes,Womens Blouses Shirts,Womens Tops T-Shirts,All Women's Shoes","Silver,Pink,Blue,Beige,Fuchsia,Ocean,Black,Natural",Women's Cudas Shasta,9,26.36
8947,Reebok,"Womens Shoes,Women's Shoes,Clothing,All Womens Shoes,Shoes,All Women's Shoes","Black,White Wide",Reebok Womens PRINCESS WIDE D,7,65.49
8948,Reebok,"Women,Womens Shoes,Clothing,Women's Shoes,Leather Suede,All Womens Shoes,Leather & Suede,Shoes,Fashion Sneakers,All Women's Shoes,Shops",Black,Reebok Womens PRINCESS WIDE D,12,73.27
8949,Reebok,"Women,Womens Shoes,Clothing,Women's Shoes,Leather Suede,All Womens Shoes,Leather & Suede,Shoes,Fashion Sneakers,All Women's Shoes,Shops",Black,Reebok Womens PRINCESS WIDE D,12,39.95
8950,Propet,"Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","White,Beige,Blue,Black,Bone  White",Women's Propet WASHABLE WALKER Sneakers BLUE 10 AA,10,82.95
8951,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8952,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,65.27
8953,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,71.95
8954,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8955,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8956,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8957,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,94.47
8958,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8959,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8960,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8961,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8962,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8963,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8964,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,64.79
8965,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8966,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8967,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8968,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8969,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8970,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8971,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8972,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,105.77
8973,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,69.27
8974,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8975,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,63.52
8976,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8977,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8978,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8979,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8980,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,45.44
8981,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8982,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8983,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8984,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8985,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8986,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8987,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8988,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8989,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8990,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8991,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8992,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8993,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,65.27
8994,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8995,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
8996,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8997,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
8998,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,127.19
8999,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9000,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9001,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,71.95
9002,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,73.27
9003,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,64.79
9004,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9005,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9006,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9007,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9008,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9009,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9010,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,82.95
9011,Propet,"Women's Casual Shoes,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Denim Blue Nubuck,Whitenavy,Blue,Whitewhite,Black,Bone  White,Bonewhite,White/White,White,Mushroom Nubuck,Beige,Royal Blue,White/Navy,Bone,Bone/White,White Navy",Propet Wash Wear Slip-on - Casual - Women's - Black,9,79.95
